Rooms,Type,Price,Method,Regionname,Bathroom,Car,Landsize,Distance,Bedroom
4,h,2325000,S,Southern Metropolitan,2,1,202,21.7,2
4,h,2300000,S,Southern Metropolitan,2,2,660,24.4,5
4,h,3460000,S,Southern Metropolitan,2,2,717,25.0,4
4,h,1185000,S,Southern Metropolitan,2,1,267,18.9,2
4,h,1550000,PI,Southern Metropolitan,1,4,455,22.7,3
2,t,355000,SP,Western Metropolitan,1,1,650,11.8,4
2,u,780000,SP,Northern Metropolitan,2,1,907,17.6,4
2,u,595000,SP,Northern Metropolitan,2,2,514,17.1,4
1,u,370000,VB,Northern Metropolitan,2,2,192,17.7,3
2,u,2138000,S,Northern Metropolitan,2,1,531,19.5,3
3,u,2030000,S,Northern Metropolitan,3,3,3064,21.9,3
3,t,1130000,SP,South-Eastern Metropolitan,2,2,639,17.7,2
2,u,600000,S,South-Eastern Metropolitan,2,2,764,13.8,3
3,h,373000,S,Northern Metropolitan,2,2,820,22.8,4
2,u,535000,S,Southern Metropolitan,1,0,381,20.2,3
4,h,1000000,S,Eastern Metropolitan,2,2,205,15.5,3
4,h,867000,SP,Eastern Metropolitan,1,1,0,19.4,1
6,h,910000,S,Eastern Metropolitan,2,2,247,20.6,2
2,h,950000,SP,Southern Metropolitan,3,2,563,15.2,3
3,h,601000,SA,Eastern Victoria,1,2,0,12.0,3
4,h,1030000,S,South-Eastern Metropolitan,1,1,0,21.5,2
3,h,1326000,S,Eastern Metropolitan,2,26,267,16.9,3
3,h,1680000,SP,Eastern Metropolitan,1,1,519,14.7,3
3,t,780000,S,Eastern Metropolitan,2,2,1012,21.0,2
4,t,1000000,PI,Eastern Metropolitan,1,1,315,26.5,5
3,h,600000,S,South-Eastern Metropolitan,4,2,737,21.4,4
3,t,1160000,S,Southern Metropolitan,2,2,0,23.5,3
3,t,1100000,S,Southern Metropolitan,2,2,1092,23.3,1
3,h,820000,PI,Southern Metropolitan,2,4,690,16.5,4
4,h,1580000,S,Southern Metropolitan,1,2,0,22.0,4
3,u,760000,PI,Western Metropolitan,1,1,745,14.7,4
3,h,920000,VB,Western Metropolitan,2,2,140,13.9,3
4,h,940000,VB,Western Metropolitan,1,1,124,24.5,5
2,u,660000,S,Western Metropolitan,2,1,442,21.2,5
3,t,661000,S,Western Metropolitan,1,0,274,17.8,3
3,h,540000,SP,South-Eastern Metropolitan,1,1,904,29.2,3
2,u,528500,SP,Northern Metropolitan,2,1,0,21.8,3
2,u,585000,SA,Northern Metropolitan,2,3,709,20.9,4
3,h,1710000,PI,Northern Metropolitan,1,1,162,9.6,4
3,h,905000,S,Northern Metropolitan,2,1,283,19.4,3
2,u,466000,SP,Northern Metropolitan,1,2,857,12.6,2
4,h,875000,S,Southern Metropolitan,3,2,641,26.1,3
3,h,1041000,S,Eastern Metropolitan,1,1,0,21.6,2
4,h,670000,VB,Northern Metropolitan,1,0,321,26.9,2
2,h,305000,PI,Southern Metropolitan,1,1,298,22.3,3
3,h,845000,S,Southern Metropolitan,3,4,670,22.2,2
2,u,600000,S,Southern Metropolitan,3,2,627,19.6,3
4,h,1920000,S,Southern Metropolitan,5,2,480,20.8,5
4,h,1330000,S,South-Eastern Metropolitan,1,2,684,16.1,5
2,u,580000,VB,South-Eastern Metropolitan,2,2,0,18.3,4
5,h,1300000,PI,Northern Metropolitan,3,1,778,22.9,2
3,h,731000,S,Northern Metropolitan,1,3,0,25.5,2
2,h,1000000,S,Southern Metropolitan,4,5,659,23.9,4
3,h,1470000,S,Southern Metropolitan,1,1,121,18.7,5
3,h,1342000,S,Southern Metropolitan,1,1,0,18.7,2
1,u,500000,S,Southern Metropolitan,3,2,700,14.9,4
3,u,1400000,S,Southern Metropolitan,2,2,0,20.4,2
2,u,630000,S,Southern Metropolitan,2,3,920,15.9,3
3,u,710000,S,Southern Metropolitan,2,2,768,25.5,3
3,t,717000,S,Northern Metropolitan,2,2,749,23.9,2
3,h,950000,SP,Northern Metropolitan,2,1,336,21.0,3
3,t,770000,SA,Northern Metropolitan,1,1,0,18.5,4
2,t,400000,SP,Northern Metropolitan,3,2,741,20.0,3
3,h,750000,S,Northern Metropolitan,1,2,523,25.0,3
2,t,575000,VB,Northern Metropolitan,2,2,712,16.6,4
3,h,920000,S,Northern Metropolitan,1,1,0,19.1,1
3,h,1010000,PI,Northern Metropolitan,1,3,650,15.1,2
2,u,555000,S,Northern Metropolitan,2,3,711,23.1,3
2,h,1102000,S,Northern Metropolitan,2,2,692,26.6,4
2,h,1300000,S,Eastern Metropolitan,1,1,0,18.2,2
3,u,548000,S,Eastern Metropolitan,1,2,672,20.7,2
3,h,765000,SP,Eastern Metropolitan,3,4,787,13.5,3
2,h,971000,S,Eastern Metropolitan,1,1,702,26.1,3
4,h,454000,S,Northern Metropolitan,2,3,596,26.1,2
3,h,425000,S,Northern Metropolitan,1,2,378,10.4,3
4,h,385000,S,Northern Metropolitan,1,2,836,17.3,3
3,h,432000,S,Northern Metropolitan,4,3,948,18.0,4
3,h,1804000,S,Southern Metropolitan,2,2,458,15.4,3
4,h,930000,S,Western Metropolitan,2,4,611,21.7,1
3,h,1405000,PI,Southern Metropolitan,5,4,696,21.6,4
1,u,760500,S,Southern Metropolitan,3,2,695,22.8,5
3,h,437500,S,Northern Metropolitan,1,1,0,28.4,5
3,h,410000,S,Northern Metropolitan,2,2,728,22.0,4
3,h,477500,S,Northern Metropolitan,2,2,691,15.9,3
4,h,545000,S,Northern Metropolitan,3,2,730,17.5,2
3,u,750000,S,Southern Metropolitan,2,2,426,14.4,4
2,u,650000,PI,Southern Metropolitan,2,2,458,25.8,4
2,u,775000,SP,Southern Metropolitan,2,2,248,16.7,4
1,u,510000,S,Southern Metropolitan,1,1,698,9.8,3
3,t,1460000,PI,Southern Metropolitan,2,2,284,22.2,2
2,u,530000,VB,Southern Metropolitan,2,1,316,13.6,5
4,h,660000,PI,South-Eastern Metropolitan,4,2,1401,19.3,4
3,h,621000,PI,South-Eastern Metropolitan,1,0,0,21.8,3
3,h,545500,S,Western Metropolitan,2,2,218,20.2,4
3,t,510000,S,Western Metropolitan,2,2,0,18.8,3
1,u,380000,S,Southern Metropolitan,2,2,432,22.5,3
2,u,465000,S,Southern Metropolitan,2,2,306,16.9,3
3,u,616000,S,Southern Metropolitan,3,2,1161,24.6,2
3,h,530000,S,Western Metropolitan,2,2,165,25.7,5
2,h,483000,SP,Western Metropolitan,1,1,576,19.2,2
3,h,555000,SP,Western Metropolitan,2,2,379,18.6,5
3,h,490000,PI,Western Metropolitan,2,2,308,26.1,3
3,h,505000,PI,Western Metropolitan,1,1,1972,21.1,3
3,h,620500,S,Western Metropolitan,1,0,163,19.5,3
3,t,450000,SP,Western Metropolitan,2,2,214,22.9,3
3,h,2100000,S,Southern Metropolitan,2,1,156,14.5,3
3,h,1700000,VB,Southern Metropolitan,1,1,586,22.7,3
5,h,570000,SP,Western Metropolitan,1,1,152,16.4,3
4,h,625000,S,Western Metropolitan,1,2,306,22.9,5
3,h,560000,S,Western Metropolitan,1,2,305,23.9,5
4,h,615000,S,Western Metropolitan,2,1,250,22.9,4
3,h,496000,S,Western Metropolitan,1,1,144,20.8,3
6,h,2500000,VB,Eastern Metropolitan,2,1,239,16.8,3
5,h,1060000,PI,Eastern Metropolitan,2,1,647,17.9,3
4,h,1035000,VB,Eastern Metropolitan,2,2,184,27.2,5
3,h,1101000,S,Eastern Metropolitan,1,2,278,13.0,3
3,u,641000,S,Eastern Metropolitan,1,1,584,25.4,2
3,t,736500,S,Eastern Metropolitan,1,1,0,16.5,2
4,h,1000000,VB,Eastern Metropolitan,1,3,528,18.6,4
4,h,550000,PI,Eastern Metropolitan,1,2,300,21.3,2
3,h,405000,S,Northern Metropolitan,1,2,270,16.6,2
3,h,479000,S,Northern Metropolitan,2,1,0,19.8,3
3,u,1101000,SP,Southern Metropolitan,2,1,2787,20.5,3
1,u,430000,PI,Southern Metropolitan,1,2,285,19.9,3
4,h,462000,SP,Western Metropolitan,1,2,485,23.5,3
2,u,399000,S,Western Metropolitan,1,1,0,30.3,3
4,t,725000,S,Eastern Metropolitan,1,2,210,15.2,3
5,h,1360000,S,Eastern Metropolitan,1,2,0,15.8,3
4,h,1075000,S,Eastern Metropolitan,1,3,667,23.3,3
3,h,1209000,S,Eastern Metropolitan,1,1,194,20.0,3
4,h,880000,PI,Eastern Metropolitan,2,1,270,22.4,3
5,h,1090000,PI,Eastern Metropolitan,3,2,527,13.4,3
3,h,770000,S,Eastern Metropolitan,1,2,492,21.5,3
4,h,730000,PI,Eastern Metropolitan,1,2,118,25.6,4
3,h,770000,S,Eastern Metropolitan,2,2,214,21.8,2
5,h,735000,S,Eastern Metropolitan,1,2,269,23.1,3
4,h,1270000,S,Eastern Metropolitan,1,2,672,15.7,3
4,h,850000,S,Western Metropolitan,1,2,333,22.6,5
3,h,1260000,S,Northern Metropolitan,1,1,329,19.7,2
1,u,460000,PI,Northern Metropolitan,2,2,159,22.4,3
3,h,2370000,S,Northern Metropolitan,1,2,318,24.5,3
3,h,545000,SP,Northern Metropolitan,2,1,0,20.4,2
4,h,540000,SP,Northern Metropolitan,1,1,595,13.6,3
4,h,940000,PI,South-Eastern Metropolitan,1,3,381,24.0,3
4,h,1525000,VB,South-Eastern Metropolitan,2,1,145,22.4,3
3,h,546000,S,Western Metropolitan,1,2,333,19.8,3
3,h,1200000,S,Western Metropolitan,1,1,686,22.5,3
4,h,2000000,S,Western Metropolitan,2,1,226,19.3,3
2,h,796000,SP,Western Metropolitan,1,1,0,22.6,2
4,h,706000,S,Western Metropolitan,1,2,0,16.4,3
3,h,1050000,S,Western Metropolitan,2,2,0,17.8,3
3,h,750000,SP,Eastern Metropolitan,1,1,0,23.3,3
4,h,815000,SP,Eastern Victoria,2,2,599,16.9,3
2,u,600000,S,South-Eastern Metropolitan,2,4,652,13.6,3
2,u,580000,S,South-Eastern Metropolitan,2,2,586,23.5,3
3,u,660000,S,South-Eastern Metropolitan,3,2,706,17.2,5
3,t,1011000,S,Southern Metropolitan,1,2,0,20.7,2
3,h,1000000,SA,South-Eastern Metropolitan,2,2,396,17.4,3
3,h,750000,PI,South-Eastern Metropolitan,0,0,476,23.7,3
3,h,595000,S,Northern Metropolitan,2,2,853,19.7,2
3,h,505000,S,Northern Metropolitan,2,2,0,19.8,4
3,h,536000,S,Northern Metropolitan,1,1,325,21.6,3
4,h,630000,S,Northern Metropolitan,1,1,0,21.6,4
4,h,540000,S,Northern Metropolitan,1,1,0,22.6,3
3,h,952000,S,Eastern Metropolitan,2,0,258,16.2,2
3,h,405000,PI,Western Metropolitan,1,1,0,15.4,3
4,h,1325000,PI,Eastern Metropolitan,1,1,0,22.4,3
5,h,1350000,PI,Eastern Metropolitan,1,1,0,22.8,3
3,h,614000,S,South-Eastern Metropolitan,2,2,88,24.4,4
5,h,1000000,S,Northern Metropolitan,2,2,265,15.9,2
3,h,754000,S,Eastern Metropolitan,3,2,333,14.8,2
2,u,330000,VB,South-Eastern Metropolitan,2,2,767,17.2,3
5,h,655888,S,South-Eastern Metropolitan,1,2,277,20.5,3
2,u,565000,S,Southern Metropolitan,3,2,177,11.2,2
3,t,696000,S,Eastern Metropolitan,0,0,0,22.9,3
3,t,756000,S,Northern Metropolitan,3,2,879,17.5,3
5,h,735000,SP,Northern Metropolitan,1,3,696,16.2,3
3,h,641000,S,Western Metropolitan,2,2,521,19.8,4
3,h,621000,SP,Western Metropolitan,1,1,0,19.1,4
3,h,801000,SP,Western Metropolitan,1,1,0,17.0,3
4,h,635000,S,Eastern Victoria,1,1,0,11.2,3
4,h,760000,S,Northern Metropolitan,2,2,0,31.0,4
4,h,870000,VB,Northern Metropolitan,1,1,0,20.2,3
3,h,413000,S,Western Victoria,2,1,221,18.3,3
3,h,431500,S,Western Victoria,1,1,0,19.0,2
3,h,720000,S,Western Victoria,2,2,380,18.5,2
4,h,1111000,S,Eastern Metropolitan,3,4,283,21.5,3
3,h,1400000,S,Western Metropolitan,1,1,0,21.5,2
3,h,1275000,S,Western Metropolitan,1,1,551,22.9,4
3,h,850000,S,South-Eastern Metropolitan,2,1,0,16.3,3
3,h,1460000,S,Eastern Metropolitan,2,1,276,27.0,4
1,h,1820000,SP,Eastern Metropolitan,2,4,471,14.0,2
3,h,1085000,S,Northern Metropolitan,2,2,624,17.5,4
1,u,289000,S,Northern Metropolitan,1,0,254,15.1,3
2,t,540000,VB,Northern Metropolitan,4,2,716,12.9,2
3,h,950000,S,Northern Metropolitan,3,1,169,12.0,3
4,h,750000,SP,Western Metropolitan,2,2,203,16.9,3
4,h,758000,S,Western Metropolitan,1,1,0,17.7,3
4,h,905000,S,Northern Metropolitan,2,1,300,23.4,3
3,t,700000,SP,Northern Metropolitan,2,2,347,22.6,3
3,h,1010000,S,Eastern Metropolitan,1,1,0,19.7,2
4,h,900000,VB,South-Eastern Metropolitan,2,2,338,16.6,4
3,h,450000,S,Northern Metropolitan,2,1,260,22.1,4
2,u,785000,S,Southern Metropolitan,3,2,501,16.7,3
4,h,670000,S,Western Metropolitan,2,1,246,22.7,3
3,h,475000,SP,Western Metropolitan,1,1,0,23.2,3
4,h,1400000,SA,Northern Metropolitan,1,1,232,14.8,3
3,t,810000,VB,Northern Metropolitan,2,1,0,23.7,4
2,u,541000,S,Northern Metropolitan,2,2,540,17.9,3
4,h,603000,S,Western Metropolitan,1,2,0,15.1,4
3,h,590000,S,Western Metropolitan,2,0,363,18.6,4
4,h,1560000,PI,Eastern Metropolitan,1,1,0,18.5,3
3,h,411000,S,Northern Victoria,1,3,0,17.5,3
3,h,1062000,SP,Eastern Metropolitan,2,2,637,17.2,3
4,h,1266000,S,South-Eastern Metropolitan,1,2,669,21.6,3
3,h,496000,S,Western Metropolitan,2,2,313,15.4,3
3,h,500500,S,Western Metropolitan,1,1,322,16.8,4
4,h,1950000,PI,Northern Metropolitan,2,1,337,22.2,3
4,h,1720000,S,Northern Metropolitan,2,2,644,16.1,4
4,t,1150000,VB,Western Metropolitan,2,4,727,24.4,3
5,h,2200000,S,Western Metropolitan,1,2,613,17.5,3
3,h,3210000,S,Southern Metropolitan,2,3,0,13.7,2
3,h,1720000,SP,Southern Metropolitan,1,1,310,16.1,3
4,h,2950000,VB,Southern Metropolitan,2,2,461,18.1,4
3,h,2860000,S,Southern Metropolitan,3,2,611,17.1,3
3,t,538000,S,Western Metropolitan,3,1,376,20.5,3
3,h,800000,VB,Western Metropolitan,2,2,207,21.6,5
3,h,672500,S,Western Metropolitan,1,2,500,22.0,3
3,h,1030000,S,Western Metropolitan,2,2,541,20.7,3
3,h,890000,S,Western Metropolitan,3,2,567,15.0,3
4,t,1450000,PI,Southern Metropolitan,1,2,720,17.5,2
4,h,1900000,VB,Southern Metropolitan,2,2,555,20.5,2
4,h,901000,S,South-Eastern Metropolitan,1,2,651,17.2,4
3,h,630000,S,Northern Metropolitan,2,1,769,19.1,4
4,h,910000,S,Northern Metropolitan,2,2,568,18.4,3
4,t,950000,PI,Western Metropolitan,2,2,331,15.2,3
4,h,1600000,PI,Southern Metropolitan,1,1,78,22.5,4
4,h,1820000,PI,Southern Metropolitan,2,2,744,18.7,3
2,h,2407000,S,Southern Metropolitan,1,1,124,18.9,3
3,h,1142000,S,Southern Metropolitan,2,1,216,12.8,3
3,u,778000,SP,Eastern Metropolitan,2,1,647,26.4,3
3,u,607500,S,Eastern Metropolitan,1,1,693,26.2,3
4,h,1615000,S,Southern Metropolitan,2,2,260,12.0,3
4,t,1925000,PI,Southern Metropolitan,1,1,92,16.9,3
2,u,660000,S,Eastern Metropolitan,1,2,789,22.5,3
3,h,1655000,S,Southern Metropolitan,2,1,206,13.0,3
2,t,837000,S,Southern Metropolitan,2,3,654,26.5,3
4,h,1340000,S,Southern Metropolitan,3,2,751,10.3,2
3,h,1210000,S,Southern Metropolitan,2,2,0,22.2,3
3,h,1175000,S,Southern Metropolitan,2,4,837,20.7,2
3,t,925000,PI,Southern Metropolitan,3,2,757,13.6,4
3,h,2061000,S,Southern Metropolitan,3,2,0,21.5,4
4,h,2250000,VB,Southern Metropolitan,2,2,691,22.8,3
2,u,571000,PI,Eastern Metropolitan,2,2,582,22.0,3
5,h,1165000,SP,Eastern Metropolitan,1,1,590,20.0,2
3,h,755000,S,South-Eastern Metropolitan,2,3,809,17.0,5
3,h,793000,S,South-Eastern Metropolitan,2,2,306,20.8,3
3,u,860000,PI,Eastern Metropolitan,1,1,475,10.4,3
3,u,565000,S,Western Metropolitan,2,2,543,17.1,4
2,h,755000,S,Western Metropolitan,2,2,713,18.8,2
2,h,785000,S,Western Metropolitan,3,2,365,21.6,4
2,h,780000,S,Western Metropolitan,3,2,488,15.4,2
4,h,963000,S,Eastern Metropolitan,1,1,0,21.6,3
3,t,897000,S,Eastern Metropolitan,1,2,604,19.0,3
4,t,2285000,S,Southern Metropolitan,2,2,639,19.6,3
3,h,1400000,SP,Southern Metropolitan,3,2,0,24.1,2
3,h,1485000,S,Southern Metropolitan,2,2,181,26.4,3
2,u,860000,S,Southern Metropolitan,2,1,87,22.3,2
3,h,445000,PI,Northern Metropolitan,1,1,603,16.9,2
3,h,615000,S,Northern Metropolitan,4,4,1410,19.3,2
3,h,530000,PI,Northern Metropolitan,1,2,888,17.5,2
3,h,737000,S,Western Metropolitan,1,2,0,17.7,3
4,h,1350000,VB,Northern Metropolitan,2,1,322,21.5,2
2,u,505000,S,Northern Metropolitan,1,1,170,18.2,4
4,h,1210000,S,Northern Metropolitan,1,1,0,21.6,4
2,u,600000,VB,Northern Metropolitan,3,3,880,21.1,4
2,h,1150000,VB,Northern Metropolitan,2,2,776,20.9,4
3,t,745000,S,Northern Metropolitan,1,2,595,18.0,3
4,h,1400000,S,Southern Metropolitan,3,2,597,21.8,3
3,u,992000,S,Southern Metropolitan,1,1,348,17.3,3
3,t,1120000,PI,Southern Metropolitan,2,2,234,22.3,2
4,h,3530000,PI,Southern Metropolitan,2,2,645,23.7,4
5,h,3000000,VB,Southern Metropolitan,2,0,500,16.2,4
4,h,2900000,VB,Southern Metropolitan,2,2,323,21.4,5
4,h,1985000,S,Southern Metropolitan,2,2,615,20.4,3
5,h,3180000,S,Southern Metropolitan,1,2,562,21.7,2
2,u,952000,S,Southern Metropolitan,2,1,396,9.8,3
2,u,820000,S,Southern Metropolitan,1,2,645,27.3,3
5,h,4900000,VB,Southern Metropolitan,1,1,0,24.9,2
2,u,985000,S,Southern Metropolitan,2,2,822,16.4,2
1,u,390000,S,Southern Metropolitan,1,1,0,29.0,4
5,h,1153750,S,Western Metropolitan,1,1,0,17.5,5
3,h,1160000,VB,Southern Metropolitan,1,1,272,16.4,5
3,h,1150000,VB,Southern Metropolitan,2,2,315,30.9,4
2,u,437000,S,Southern Metropolitan,4,2,585,18.6,1
3,u,701000,S,South-Eastern Metropolitan,1,1,722,17.8,4
2,h,880000,VB,Northern Metropolitan,1,1,333,22.6,5
3,h,1400000,S,Northern Metropolitan,3,1,678,17.4,4
4,h,1000000,VB,Northern Metropolitan,1,0,217,22.8,4
3,h,1031000,S,Northern Metropolitan,2,2,0,11.8,3
3,h,895000,S,Northern Metropolitan,2,2,0,23.1,4
2,h,860000,S,Northern Metropolitan,1,1,0,24.6,4
3,h,836000,S,Northern Metropolitan,2,2,606,14.2,4
2,h,780000,S,Northern Metropolitan,2,1,0,23.7,4
2,h,897000,S,Northern Metropolitan,1,1,0,16.1,4
3,h,465000,PI,Northern Metropolitan,2,1,375,10.6,3
3,h,490000,S,Northern Metropolitan,3,2,222,22.0,3
4,h,912000,S,Northern Metropolitan,1,2,764,12.8,4
3,h,589000,S,Northern Metropolitan,2,2,286,19.7,2
3,h,590000,S,Northern Metropolitan,3,2,601,16.8,3
3,h,680000,S,Northern Metropolitan,1,1,143,20.6,2
3,h,710000,S,Eastern Metropolitan,2,4,848,17.1,4
4,h,1111000,SP,Eastern Metropolitan,1,1,288,19.4,4
4,h,820000,SP,Eastern Metropolitan,1,2,615,19.1,5
3,h,564000,S,Northern Metropolitan,2,2,640,15.4,2
1,h,520500,S,Northern Metropolitan,1,1,50,13.0,4
2,u,425000,S,South-Eastern Metropolitan,1,2,578,22.5,2
4,h,4831000,S,Southern Metropolitan,2,1,666,22.6,2
4,h,540500,S,Western Metropolitan,1,3,322,23.4,3
4,h,600000,PI,Western Metropolitan,2,2,472,21.4,2
4,h,785000,S,Western Metropolitan,2,1,0,16.7,3
3,h,786000,S,South-Eastern Metropolitan,1,1,0,24.7,2
2,h,770000,PI,Eastern Metropolitan,2,1,0,20.8,3
4,h,1180000,S,Eastern Metropolitan,2,2,77,22.1,3
3,h,930000,PI,Eastern Metropolitan,1,1,0,19.4,2
4,h,620000,SP,Northern Victoria,1,1,0,25.2,3
4,h,637000,S,Northern Victoria,2,2,77,16.1,4
4,h,725000,PI,Northern Victoria,1,2,5661,22.0,3
4,h,1740000,VB,Eastern Metropolitan,1,1,904,22.1,5
3,u,1650000,PI,Northern Metropolitan,1,4,762,18.8,2
5,h,1356000,S,South-Eastern Metropolitan,1,2,250,20.2,3
2,u,801000,S,South-Eastern Metropolitan,1,1,170,14.2,3
3,h,760000,PI,South-Eastern Metropolitan,2,2,202,20.6,5
3,t,1550000,VB,Southern Metropolitan,1,1,629,22.7,2
3,h,1300000,VB,Southern Metropolitan,1,2,53,18.3,5
3,u,675000,S,Southern Metropolitan,2,2,330,13.5,3
4,h,2485000,S,Southern Metropolitan,1,2,689,20.7,2
2,h,772000,S,Eastern Metropolitan,2,2,645,21.2,3
4,h,1000000,PI,Eastern Metropolitan,3,2,446,22.6,2
4,h,786000,SP,Eastern Metropolitan,2,2,225,17.6,3
4,h,1360000,S,Eastern Metropolitan,2,2,433,17.2,2
4,h,940000,VB,Eastern Metropolitan,2,2,3217,21.7,4
4,h,875000,SP,Eastern Metropolitan,1,1,950,22.9,5
3,t,510000,SP,Northern Metropolitan,2,2,225,18.6,3
3,h,805000,S,Northern Metropolitan,2,2,222,23.5,3
2,h,1010000,SP,Northern Metropolitan,2,2,1396,20.2,4
2,h,1010000,SP,Northern Metropolitan,2,2,2132,16.9,2
3,h,1150000,VB,Northern Metropolitan,2,1,0,20.3,1
2,t,758500,S,Western Metropolitan,2,1,0,20.7,3
3,h,865000,S,Western Metropolitan,2,1,176,25.2,4
4,h,1433000,S,Eastern Metropolitan,2,2,151,21.8,2
4,h,970000,S,South-Eastern Metropolitan,2,2,0,12.4,4
3,h,719000,S,South-Eastern Metropolitan,2,1,325,15.5,2
5,h,956000,S,South-Eastern Metropolitan,1,2,98,21.7,2
4,h,820000,PI,Northern Victoria,2,2,169,19.4,2
3,h,1585000,S,Southern Metropolitan,3,8,865,22.5,3
4,h,1275000,VB,Eastern Metropolitan,1,6,697,13.7,2
3,h,896000,S,Eastern Metropolitan,2,2,4977,18.4,4
3,t,800000,S,Eastern Metropolitan,2,1,3014,20.8,2
3,h,1610000,S,Eastern Metropolitan,1,1,85,13.6,4
4,h,1350000,S,Eastern Metropolitan,3,2,298,18.1,3
2,u,690000,S,Eastern Metropolitan,2,1,0,23.3,5
2,u,921000,SP,Eastern Metropolitan,1,2,926,21.6,2
4,h,1300000,S,Eastern Metropolitan,3,2,173,18.8,4
4,h,1140000,S,Northern Metropolitan,2,2,452,16.8,1
4,h,951000,S,Northern Metropolitan,1,2,54,17.9,4
3,t,771000,SP,Northern Metropolitan,3,4,613,17.3,4
5,h,1730000,S,Northern Metropolitan,3,2,688,17.8,4
5,h,835000,SP,Northern Metropolitan,3,2,325,20.1,2
2,t,365000,S,Northern Metropolitan,1,1,0,20.3,2
3,h,621000,S,Northern Metropolitan,3,2,98,23.1,3
2,t,562000,S,Northern Metropolitan,2,2,215,22.1,5
4,h,2310000,S,Southern Metropolitan,1,2,696,14.6,4
3,t,1337500,S,Southern Metropolitan,2,5,694,17.6,2
2,u,480000,SP,Southern Metropolitan,1,2,678,19.7,2
2,u,900000,VB,Southern Metropolitan,2,2,203,18.3,3
5,h,3800000,VB,Southern Metropolitan,1,1,695,21.8,3
1,u,360000,PI,Southern Metropolitan,3,5,670,15.3,3
3,h,2227500,S,Southern Metropolitan,1,1,0,23.4,3
2,u,450000,VB,South-Eastern Metropolitan,3,2,270,18.3,3
4,h,1250000,VB,Eastern Metropolitan,2,1,95,15.4,2
2,u,807000,S,Eastern Metropolitan,2,2,211,18.4,2
1,u,450000,VB,Eastern Metropolitan,1,1,594,14.8,3
2,h,750000,VB,Eastern Metropolitan,1,4,578,25.0,2
3,h,770000,VB,Eastern Metropolitan,1,1,0,22.7,3
2,h,736000,S,Eastern Metropolitan,1,1,0,16.4,2
3,h,580000,PI,Western Metropolitan,1,0,0,17.7,3
4,h,1500000,S,Southern Metropolitan,2,1,4230,16.9,2
3,t,881000,S,Eastern Metropolitan,2,1,0,19.3,3
4,h,1236000,S,Western Metropolitan,1,1,0,19.4,4
2,h,953000,S,Northern Metropolitan,1,1,0,16.0,3
3,h,1450000,VB,Northern Metropolitan,1,0,0,20.4,4
2,u,857000,SP,Southern Metropolitan,1,1,0,19.2,4
5,h,2700000,VB,Southern Metropolitan,1,0,944,25.6,3
4,h,2010000,PI,Southern Metropolitan,1,0,0,14.9,3
2,u,450000,S,Western Metropolitan,1,1,0,18.3,1
3,h,720000,PI,Eastern Metropolitan,1,1,0,22.6,4
3,h,655000,SA,Northern Metropolitan,1,0,0,19.7,3
6,h,1150000,VB,Northern Metropolitan,1,1,0,16.2,4
4,h,1160000,VB,Northern Metropolitan,1,1,0,22.8,3
2,h,620000,VB,Northern Metropolitan,1,0,0,21.9,1
3,u,700000,S,Northern Metropolitan,1,0,0,24.6,3
3,t,1300000,S,Southern Metropolitan,2,1,0,22.2,1
4,h,2415000,S,Southern Metropolitan,1,0,1414,22.7,2
3,u,950000,S,South-Eastern Metropolitan,1,2,0,20.1,1
5,h,1950000,S,South-Eastern Metropolitan,1,2,0,17.2,1
3,t,873000,SP,South-Eastern Metropolitan,1,1,704,19.8,3
4,h,569000,S,Northern Metropolitan,1,1,0,22.6,2
4,h,760000,S,Northern Metropolitan,0,0,0,17.4,5
4,h,850000,VB,Northern Metropolitan,2,0,0,18.7,2
3,h,711000,S,Northern Metropolitan,1,1,0,17.1,2
3,u,1275000,S,Eastern Metropolitan,1,1,0,17.8,1
3,u,850000,VB,Eastern Metropolitan,1,0,0,23.7,3
2,u,435000,S,Eastern Metropolitan,2,1,0,27.6,2
3,h,920000,S,Eastern Metropolitan,2,1,0,20.3,4
1,u,404000,S,Western Metropolitan,2,0,95,19.9,3
4,t,1385000,PI,Eastern Metropolitan,2,2,0,19.8,2
2,u,740000,PI,Eastern Metropolitan,2,2,0,22.3,5
7,h,1320000,S,Eastern Metropolitan,1,1,1136,26.3,2
3,h,1520000,S,Northern Metropolitan,1,1,709,23.8,3
3,h,1755000,S,Northern Metropolitan,1,2,277,21.8,5
1,u,500000,S,Northern Metropolitan,2,0,300,13.7,2
1,u,331000,S,Northern Metropolitan,1,1,0,18.8,3
3,h,900000,PI,Eastern Metropolitan,1,1,0,22.5,2
2,h,1116000,S,Eastern Metropolitan,1,1,288,18.3,2
3,h,855000,S,Southern Metropolitan,1,0,220,21.8,2
3,h,1030000,PI,South-Eastern Metropolitan,1,1,0,24.1,1
4,h,660100,SP,Eastern Victoria,2,1,305,16.3,5
4,h,600000,SP,Eastern Victoria,2,1,182,17.8,3
3,h,750000,VB,Eastern Victoria,1,0,123,19.7,3
4,h,1940000,S,South-Eastern Metropolitan,1,1,80,23.9,2
4,h,1210000,SP,South-Eastern Metropolitan,1,0,152,18.6,2
5,h,2898000,S,Northern Metropolitan,2,1,151,23.2,2
2,t,535000,S,Northern Metropolitan,1,0,152,18.9,1
2,u,505000,S,Northern Metropolitan,1,3,217,23.3,2
